customer_id,plan,billing_cycle,industry,company_size,seats,monthly_revenue,acquisition_channel,region,signup_date,churned,churn_date,churn_reason,support_tickets_12mo,nps_score,feature_usage_pct,upgraded,signup_date_dt,churn_date_dt,tenure_months,risk_score
CUST-0294,Business,Monthly,Finance,51-200,51,1691.5,Referral,North America,2025-08-22,Yes,2025-11-14,Switched Competitor,1,4,25,No,2025-08-22,2025-11-14,2.759526938239159,0.7442857142857142
CUST-0295,Starter,Monthly,Manufacturing,201-500,34,172.55,Referral,Europe,2022-10-12,Yes,2022-10-29,Budget Cuts,6,4,12,No,2022-10-12,2022-10-29,0.5584756898817346,0.8178316326530612
CUST-0296,Starter,Monthly,Education,201-500,146,659.75,Partner,North America,2023-10-19,Yes,2023-11-10,Price Too High,8,3,13,No,2023-10-19,2023-11-10,0.7227332457293035,0.8421938775510205
CUST-0297,Business,Monthly,Technology,51-200,36,1243.75,Paid Ads,North America,2024-12-19,No,,,6,10,82,No,2024-12-19,,16.09724047306176,0.22750000000000004
CUST-0298,Starter,Monthly,Education,51-200,70,329.15,Direct Sales,Latin America,2023-06-28,Yes,2024-08-27,Budget Cuts,15,2,11,No,2023-06-28,2024-08-27,13.994743758212877,0.8306632653061226
CUST-0299,Business,Monthly,Retail,11-50,13,557.2,Organic Search,North America,2022-04-29,Yes,2022-07-15,Price Too High,6,6,43,No,2022-04-29,2022-07-15,2.5295663600525624,0.5951785714285714
CUST-0300,Starter,Monthly,Manufacturing,11-50,23,124.7,Paid Ads,Europe,2025-06-06,No,,,11,10,44,No,2025-06-06,,10.545335085413928,0.4390561224489796
CUST-0301,Professional,Annual,Legal,201-500,108,1144.91,Organic Search,North America,2024-12-14,No,,,3,6,32,Yes,2024-12-14,,16.26149802890933,0.5968622448979591
CUST-0302,Business,Annual,Finance,11-50,19,625.86,Paid Ads,North America,2023-04-08,No,,,8,10,53,No,2023-04-08,,36.498028909329825,0.2932908163265306
CUST-0303,Business,Annual,Consulting,11-50,22,701.97,Social Media,Latin America,2022-01-24,Yes,2023-12-12,Poor Support,1,5,10,No,2022-01-24,2023-12-12,22.568988173455978,0.7123724489795918
CUST-0304,Professional,Annual,Media,11-50,29,349.18,Referral,North America,2022-12-03,Yes,2023-02-19,No Longer Needed,14,3,32,No,2022-12-03,2023-02-19,2.562417871222076,0.7400510204081632
CUST-0305,Business,Monthly,Manufacturing,201-500,99,3124.3,Partner,North America,2025-02-24,No,,,8,7,17,No,2025-02-24,,13.896189224704337,0.6510459183673469
CUST-0306,Business,Monthly,Legal,11-50,26,945.25,Organic Search,Europe,2024-12-15,No,,,4,6,41,No,2024-12-15,,16.228646517739815,0.5519897959183674
CUST-0307,Enterprise,Annual,Manufacturing,51-200,50,3541.65,Organic Search,North America,2025-02-09,No,,,9,9,36,No,2025-02-09,,14.388961892247043,0.49413265306122445
CUST-0308,Business,Annual,Consulting,11-50,21,676.6,Paid Ads,North America,2025-09-20,No,,,0,8,91,No,2025-09-20,,7.063074901445466,0.27757653061224485
CUST-0309,Starter,Annual,Manufacturing,1-10,7,46.83,Paid Ads,North America,2023-09-03,Yes,2024-01-09,Poor Support,5,2,41,No,2023-09-03,2024-01-09,4.204993429697766,0.7186734693877551
CUST-0310,Starter,Monthly,Legal,201-500,71,333.5,Direct Sales,Europe,2023-07-08,Yes,2024-02-11,No Longer Needed,1,3,14,No,2023-07-08,2024-02-11,7.1616294349540075,0.8121938775510205
CUST-0311,Professional,Annual,Finance,500+,290,2978.1,Referral,North America,2024-02-15,No,,,9,9,39,No,2024-02-15,,26.21550591327201,0.43321428571428566
CUST-0312,Starter,Annual,Real Estate,201-500,36,154.06,Partner,Asia Pacific,2024-03-06,Yes,2024-09-01,Switched Competitor,4,5,42,No,2024-03-06,2024-09-01,5.88042049934297,0.6171683673469388
CUST-0313,Starter,Monthly,Education,51-200,74,346.55,Organic Search,Europe,2025-01-22,No,,,3,4,18,No,2025-01-22,,14.98028909329829,0.7318367346938777
CUST-0314,Starter,Annual,Media,1-10,8,50.53,Referral,Latin America,2024-10-07,No,,,3,2,22,No,2024-10-07,,18.495400788436267,0.7581887755102041
CUST-0315,Starter,Monthly,Education,11-50,13,81.2,Paid Ads,Europe,2025-03-23,Yes,2025-09-20,Company Closed,12,3,29,No,2025-03-23,2025-09-20,5.946123521681997,0.7419132653061224
CUST-0316,Professional,Annual,Finance,11-50,33,389.47,Partner,Latin America,2022-10-01,Yes,2025-09-06,Poor Support,11,6,37,No,2022-10-01,2025-09-06,35.183968462549274,0.4983928571428572
CUST-0317,Starter,Monthly,Finance,11-50,31,159.5,Partner,North America,2024-12-09,Yes,2025-04-11,Price Too High,6,3,26,No,2024-12-09,2025-04-11,4.040735873850197,0.7643112244897958
CUST-0318,Starter,Monthly,Retail,1-10,1,29.0,Social Media,Latin America,2025-02-06,Yes,2025-10-26,Company Closed,12,3,30,No,2025-02-06,2025-10-26,8.607095926412615,0.7265816326530612
CUST-0319,Starter,Annual,Legal,51-200,40,168.85,Organic Search,Europe,2022-07-16,Yes,2022-10-13,Switched Competitor,14,4,38,No,2022-07-16,2022-10-13,2.923784494086728,0.6786479591836735
CUST-0320,Professional,Annual,Legal,51-200,20,258.53,Organic Search,Europe,2023-12-19,No,,,10,9,34,No,2023-12-19,,28.12089356110381,0.4508163265306122
CUST-0321,Professional,Monthly,Education,1-10,2,90.85,Organic Search,North America,2025-03-11,Yes,2025-04-30,Company Closed,8,3,15,No,2025-03-11,2025-04-30,1.6425755584756898,0.8286224489795919
CUST-0322,Professional,Annual,Consulting,51-200,34,399.54,Social Media,North America,2024-10-14,Yes,2024-12-11,Missing Features,11,6,12,No,2024-10-14,2024-12-11,1.9053876478318001,0.7526020408163265
CUST-0323,Business,Monthly,Media,1-10,7,378.1,Partner,Asia Pacific,2023-10-18,No,,,5,9,55,No,2023-10-18,,30.157687253613666,0.3379081632653061
CUST-0324,Starter,Annual,Consulting,51-200,24,109.69,Organic Search,North America,2025-11-12,No,,,7,2,90,No,2025-11-12,,5.321944809461235,0.46933673469387754
CUST-0325,Professional,Annual,Technology,201-500,105,1114.69,Paid Ads,Europe,2022-03-28,Yes,2023-09-25,Budget Cuts,2,1,15,No,2022-03-28,2023-09-25,17.936925098554532,0.8253571428571429
CUST-0326,Business,Annual,Education,11-50,10,397.5,Partner,North America,2025-01-19,No,,,6,9,77,Yes,2025-01-19,,15.078843626806833,0.28645408163265307
CUST-0327,Professional,Monthly,Consulting,11-50,15,244.9,Partner,Asia Pacific,2022-05-04,Yes,2022-06-25,Company Closed,14,1,15,No,2022-05-04,2022-06-25,1.7082785808147174,0.8883673469387756
CUST-0328,Professional,Monthly,Technology,11-50,13,221.2,Paid Ads,Europe,2024-08-30,No,,,2,4,71,No,2024-08-30,,19.743758212877793,0.44834183673469385
CUST-0329,Starter,Monthly,Legal,500+,297,1316.6,Partner,Latin America,2025-12-11,No,,,7,4,44,No,2025-12-11,,4.369250985545335,0.6430357142857144
CUST-0330,Professional,Monthly,Retail,51-200,51,671.5,Direct Sales,Asia Pacific,2024-03-17,No,,,7,4,84,No,2024-03-17,,25.19710906701708,0.3621683673469388
CUST-0331,Professional,Monthly,Education,51-200,30,422.65,Social Media,North America,2025-06-13,No,,,11,5,60,No,2025-06-13,,10.315374507227332,0.5099489795918367
CUST-0332,Professional,Monthly,Finance,51-200,77,979.6,Paid Ads,North America,2025-03-08,Yes,2025-06-10,Budget Cuts,3,2,40,No,2025-03-08,2025-06-10,3.088042049934297,0.7280102040816328
CUST-0333,Professional,Annual,Education,51-200,18,238.38,Partner,Asia Pacific,2024-04-05,Yes,2025-10-06,Missing Features,14,1,33,No,2024-04-05,2025-10-06,18.035479632063073,0.7349744897959184
CUST-0334,Starter,Annual,Finance,201-500,85,335.24,Organic Search,Europe,2023-10-13,Yes,2024-01-22,Budget Cuts,8,1,35,No,2023-10-13,2024-01-22,3.3180026281208934,0.7821173469387754
CUST-0335,Professional,Monthly,Consulting,11-50,18,280.45,Social Media,North America,2022-09-07,Yes,2024-03-13,No Longer Needed,10,1,27,No,2022-09-07,2024-03-13,18.166885676741128,0.7644642857142857
CUST-0336,Business,Annual,Education,1-10,5,270.64,Organic Search,Europe,2023-07-14,Yes,2025-02-15,Company Closed,7,1,36,No,2023-07-14,2025-02-15,19.11957950065703,0.715765306122449
CUST-0337,Starter,Monthly,Media,51-200,65,307.4,Paid Ads,Latin America,2022-11-22,Yes,2023-03-19,Price Too High,3,1,45,No,2022-11-22,2023-03-19,3.843626806833114,0.730076530612245
CUST-0338,Starter,Annual,Technology,11-50,26,117.09,Partner,North America,2024-01-29,No,,,4,8,42,Yes,2024-01-29,,26.773981603153743,0.44604591836734697
CUST-0339,Starter,Monthly,Media,1-10,4,42.05,Organic Search,North America,2024-05-28,Yes,2025-01-20,Price Too High,0,4,13,No,2024-05-28,2025-01-20,7.7858081471747695,0.7847704081632653
CUST-0340,Starter,Annual,Education,201-500,140,538.6,Organic Search,Europe,2022-06-30,Yes,2022-10-01,Budget Cuts,14,2,43,No,2022-06-30,2022-10-01,3.055190538764783,0.7131377551020408
CUST-0341,Starter,Monthly,Real Estate,201-500,41,203.0,Paid Ads,North America,2025-03-19,Yes,2025-06-24,No Longer Needed,12,1,40,No,2025-03-19,2025-06-24,3.1865965834428382,0.7576275510204082
CUST-0342,Starter,Annual,Retail,201-500,78,309.36,Paid Ads,Europe,2024-08-15,Yes,2025-08-15,Switched Competitor,3,1,35,No,2024-08-15,2025-08-15,11.990801576872535,0.7484438775510204
CUST-0343,Business,Annual,Legal,11-50,12,448.25,Referral,Latin America,2023-05-23,Yes,2025-04-18,No Longer Needed,12,6,19,No,2023-05-23,2025-04-18,22.864651773981603,0.6362244897959184
CUST-0344,Professional,Monthly,Retail,11-50,32,446.35,Referral,Asia Pacific,2022-05-22,Yes,2023-06-15,Company Closed,3,3,29,No,2022-05-22,2023-06-15,12.779237844940866,0.7153826530612244
CUST-0345,Business,Annual,Education,1-10,4,245.27,Paid Ads,Europe,2022-09-26,No,,,4,2,93,No,2022-09-26,,42.8712220762155,0.3085459183673469
CUST-0346,Business,Monthly,Education,201-500,126,3930.25,Paid Ads,North America,2025-11-18,No,,,9,8,20,No,2025-11-18,,5.124835742444152,0.6401020408163265
CUST-0347,Professional,Annual,Media,51-200,17,228.31,Organic Search,Europe,2025-09-25,No,,,5,4,21,No,2025-09-25,,6.898817345597897,0.7482142857142857
CUST-0348,Business,Monthly,Technology,51-200,73,2348.2,Organic Search,Asia Pacific,2025-06-05,No,,,9,5,74,No,2025-06-05,,10.578186596583443,0.43892857142857145
CUST-0349,Business,Annual,Legal,11-50,29,879.58,Paid Ads,North America,2024-06-14,No,,,7,10,33,No,2024-06-14,,22.273324572930353,0.44852040816326527
CUST-0350,Professional,Monthly,Media,51-200,59,766.3,Social Media,North America,2022-02-27,Yes,2022-10-03,Switched Competitor,6,2,21,No,2022-02-27,2022-10-03,7.1616294349540075,0.8071938775510205
CUST-0351,Starter,Annual,Retail,1-10,4,35.74,Paid Ads,North America,2024-07-21,Yes,2024-12-03,Missing Features,8,6,47,No,2024-07-21,2024-12-03,4.434954007884363,0.567780612244898
CUST-0352,Starter,Monthly,Education,500+,130,590.15,Partner,Europe,2023-07-18,Yes,2024-05-11,Budget Cuts,5,4,23,No,2023-07-18,2024-05-11,9.789750328515112,0.7269897959183673
CUST-0353,Business,Annual,Healthcare,201-500,61,1691.5,Social Media,Europe,2025-04-02,Yes,2025-05-16,Missing Features,15,5,33,No,2025-04-02,2025-05-16,1.445466491458607,0.6793877551020409
CUST-0354,Business,Annual,Finance,1-10,8,346.76,Partner,North America,2022-06-25,Yes,2024-12-29,Poor Support,10,6,30,No,2022-06-25,2024-12-29,30.157687253613666,0.5529081632653061
CUST-0355,Starter,Annual,Healthcare,51-200,43,179.94,Organic Search,North America,2024-10-27,No,,,3,3,63,No,2024-10-27,,17.83837056504599,0.5257397959183674
CUST-0356,Starter,Annual,Media,11-50,6,43.14,Organic Search,North America,2022-09-13,Yes,2022-11-05,Poor Support,15,3,46,No,2022-09-13,2022-11-05,1.7411300919842312,0.6732397959183674
CUST-0357,Starter,Annual,Healthcare,201-500,92,361.12,Organic Search,North America,2023-01-23,Yes,2023-06-03,Missing Features,13,1,38,No,2023-01-23,2023-06-03,4.303547963206308,0.7632908163265307
CUST-0358,Starter,Annual,Consulting,51-200,30,131.88,Referral,Europe,2025-02-24,No,,,1,7,39,No,2025-02-24,,13.896189224704337,0.541045918367347
CUST-0359,Business,Monthly,Healthcare,201-500,118,3691.45,Direct Sales,Asia Pacific,2025-07-03,No,,,10,5,87,No,2025-07-03,,9.658344283837057,0.3775
CUST-0360,Starter,Annual,Consulting,1-10,2,28.35,Social Media,Europe,2022-08-07,No,,,11,6,20,No,2022-08-07,,44.513797634691194,0.5471683673469387
CUST-0361,Professional,Annual,Retail,1-10,7,127.59,Paid Ads,Europe,2024-06-08,No,,,12,7,31,No,2024-06-08,,22.470433639947437,0.5477551020408163
CUST-0362,Enterprise,Monthly,Healthcare,51-200,59,4840.3,Organic Search,North America,2023-09-21,No,,,0,3,90,No,2023-09-21,,31.044678055190538,0.3394642857142857
CUST-0363,Enterprise,Monthly,Technology,1-10,7,948.1,Social Media,North America,2024-03-06,No,,,2,6,41,No,2024-03-06,,25.558475689881732,0.515765306122449
CUST-0364,Business,Monthly,Legal,11-50,17,676.6,Partner,North America,2022-04-05,Yes,2025-09-20,Price Too High,7,4,13,No,2022-04-05,2025-09-20,41.52431011826544,0.6537755102040816
CUST-0365,Starter,Monthly,Consulting,11-50,14,85.55,Partner,Latin America,2024-03-11,Yes,2024-06-07,Switched Competitor,9,2,14,No,2024-03-11,2024-06-07,2.890932982917214,0.8587755102040816
CUST-0366,Professional,Monthly,Education,51-200,52,683.35,Paid Ads,North America,2025-09-28,No,,,11,8,17,No,2025-09-28,,6.800262812089356,0.6485969387755102
CUST-0367,Starter,Annual,Consulting,1-10,5,39.44,Referral,North America,2023-07-29,No,,,1,3,80,No,2023-07-29,,32.81865965834428,0.38257653061224484
CUST-0368,Professional,Annual,Media,11-50,25,308.89,Partner,North America,2024-05-17,No,,,3,6,92,No,2024-05-17,,23.19316688567674,0.2699489795918367
CUST-0369,Enterprise,Monthly,Retail,11-50,25,2295.4,Direct Sales,North America,2025-03-09,Yes,2025-04-28,Switched Competitor,9,6,37,No,2025-03-09,2025-04-28,1.6425755584756898,0.6286224489795919
CUST-0370,Starter,Monthly,Real Estate,201-500,117,533.6,Organic Search,North America,2024-07-19,Yes,2025-04-28,Price Too High,8,6,10,No,2024-07-19,2025-04-28,9.296977660972404,0.7339030612244899
CUST-0371,Starter,Monthly,Consulting,51-200,39,194.3,Referral,Latin America,2024-03-01,Yes,2024-04-17,Price Too High,13,1,22,No,2024-03-01,2024-04-17,1.5440210249671484,0.8540051020408164
CUST-0372,Business,Monthly,Legal,11-50,29,1034.8,Paid Ads,Asia Pacific,2023-02-10,Yes,2025-10-14,Company Closed,12,1,34,No,2023-02-10,2025-10-14,32.09592641261498,0.6753826530612245
CUST-0373,Business,Monthly,Finance,1-10,4,288.55,Partner,Europe,2025-10-29,No,,,6,2,63,No,2025-10-29,,5.781865965834428,0.6025510204081632
CUST-0374,Starter,Monthly,Real Estate,201-500,139,629.3,Paid Ads,Asia Pacific,2022-01-08,Yes,2022-04-08,Missing Features,10,6,20,No,2022-01-08,2022-04-08,2.9566360052562417,0.7085204081632653
CUST-0375,Starter,Annual,Legal,11-50,16,80.11,Organic Search,Europe,2022-05-12,Yes,2023-01-05,Missing Features,7,5,18,No,2022-05-12,2023-01-05,7.818659658344283,0.7296428571428573
CUST-0376,Enterprise,Annual,Healthcare,51-200,46,3287.16,Partner,North America,2023-03-09,Yes,2024-06-16,No Longer Needed,12,5,27,No,2023-03-09,2024-06-16,15.275952693823916,0.6556887755102041
CUST-0377,Starter,Monthly,Legal,11-50,26,137.75,Organic Search,Latin America,2023-09-22,Yes,2023-12-09,Poor Support,12,1,33,No,2023-09-22,2023-12-09,2.562417871222076,0.7950510204081632
CUST-0378,Business,Monthly,Manufacturing,11-50,5,318.4,Organic Search,Asia Pacific,2022-05-11,Yes,2023-11-07,Poor Support,10,6,31,No,2022-05-11,2023-11-07,17.904073587385017,0.595484693877551
CUST-0379,Starter,Annual,Technology,201-500,62,250.2,Social Media,Asia Pacific,2023-07-22,Yes,2023-08-24,Missing Features,13,6,10,No,2023-07-22,2023-08-24,1.0840998685939554,0.7657908163265307
CUST-0380,Business,Annual,Manufacturing,201-500,150,3949.65,Organic Search,North America,2024-04-07,No,,,7,9,67,No,2024-04-07,,24.50722733245729,0.29984693877551016
CUST-0381,Starter,Annual,Real Estate,201-500,126,486.84,Direct Sales,Asia Pacific,2022-08-26,No,,,11,5,74,No,2022-08-26,,43.88961892247043,0.3095918367346939
CUST-0382,Starter,Monthly,Retail,11-50,24,129.05,Organic Search,North America,2023-01-14,Yes,2025-09-22,Price Too High,11,1,16,No,2023-01-14,2025-09-22,32.26018396846255,0.7647448979591837
CUST-0383,Professional,Annual,Technology,1-10,4,97.37,Referral,North America,2025-02-27,Yes,2025-11-09,Switched Competitor,0,4,29,No,2025-02-27,2025-11-09,8.377135348226018,0.7024744897959183
CUST-0384,Enterprise,Monthly,Consulting,201-500,141,10978.0,Paid Ads,Europe,2022-09-24,No,,,6,2,49,No,2022-09-24,,42.93692509855453,0.5282908163265306
CUST-0385,Starter,Annual,Retail,201-500,142,546.0,Paid Ads,North America,2023-09-02,Yes,2023-09-30,No Longer Needed,13,2,31,No,2023-09-02,2023-09-30,0.9198423127463863,0.7814285714285714
CUST-0386,Professional,Monthly,Real Estate,1-10,4,114.55,Referral,Latin America,2025-08-20,Yes,2025-12-13,Budget Cuts,7,1,24,No,2025-08-20,2025-12-13,3.7779237844940865,0.8353316326530613
CUST-0387,Starter,Monthly,Legal,1-10,3,37.7,Referral,North America,2023-07-30,Yes,2023-12-10,Price Too High,11,1,46,No,2023-07-30,2023-12-10,4.369250985545335,0.7230357142857143
CUST-0388,Professional,Annual,Consulting,11-50,31,369.33,Partner,Asia Pacific,2023-05-25,No,,,11,4,66,No,2023-05-25,,34.95400788436268,0.41428571428571426
CUST-0389,Professional,Annual,Media,201-500,94,1003.89,Referral,Latin America,2024-06-27,No,,,7,7,62,No,2024-06-27,,21.846254927726676,0.39517857142857143
CUST-0390,Professional,Monthly,Manufacturing,201-500,38,517.45,Paid Ads,North America,2023-05-13,Yes,2024-07-27,Poor Support,4,4,44,No,2023-05-13,2024-07-27,14.487516425755585,0.60375
CUST-0391,Starter,Annual,Manufacturing,1-10,8,50.53,Paid Ads,Europe,2022-10-31,Yes,2024-06-10,No Longer Needed,2,6,17,No,2022-10-31,2024-06-10,19.316688567674113,0.6599999999999999
CUST-0392,Starter,Monthly,Media,11-50,19,107.3,Paid Ads,North America,2024-03-10,Yes,2024-05-06,Missing Features,9,5,18,No,2024-03-10,2024-05-06,1.8725361366622864,0.7527295918367347
CUST-0393,Professional,Monthly,Media,51-200,39,529.3,Direct Sales,North America,2025-02-13,No,,,1,10,49,No,2025-02-13,,14.257555847568987,0.3996428571428572
CUST-0394,Professional,Annual,Real Estate,11-50,19,248.46,Organic Search,North America,2024-03-28,No,,,5,6,23,No,2024-03-28,,24.83574244415243,0.6085714285714285
CUST-0395,Business,Monthly,Finance,1-10,4,288.55,Organic Search,Europe,2024-03-12,No,,,0,4,39,No,2024-03-12,,25.36136662286465,0.586530612244898
CUST-0396,Professional,Monthly,Education,1-10,7,150.1,Referral,Europe,2023-10-18,No,,,3,7,73,No,2023-10-18,,30.157687253613666,0.3079081632653062
CUST-0397,Starter,Annual,Real Estate,11-50,5,39.44,Organic Search,Europe,2024-08-14,Yes,2024-10-27,Company Closed,2,1,39,No,2024-08-14,2024-10-27,2.431011826544021,0.7655612244897959
CUST-0398,Business,Annual,Finance,500+,252,6537.65,Organic Search,North America,2023-04-28,Yes,2023-05-22,Price Too High,9,6,44,No,2023-04-28,2023-05-22,0.7884362680683311,0.5969387755102041
CUST-0399,Business,Annual,Real Estate,201-500,86,2325.81,Paid Ads,North America,2023-10-10,Yes,2025-11-23,Switched Competitor,0,2,11,No,2023-10-10,2025-11-23,25.45992115637319,0.7861479591836735
CUST-0400,Starter,Annual,Education,1-10,5,39.44,Partner,North America,2022-07-29,Yes,2024-07-19,Budget Cuts,3,1,34,No,2022-07-29,2024-07-19,23.68593955321945,0.7080357142857143
CUST-0401,Business,Annual,Healthcare,1-10,7,321.38,Organic Search,North America,2024-11-06,No,,,9,9,30,No,2024-11-06,,17.509855453350852,0.5120153061224489
CUST-0402,Professional,Annual,Media,51-200,34,399.54,Referral,Europe,2022-04-04,Yes,2024-08-24,Company Closed,14,1,34,No,2022-04-04,2024-08-24,28.679369250985545,0.6886479591836735
CUST-0403,Business,Monthly,Consulting,1-10,8,407.95,Organic Search,North America,2023-01-22,Yes,2024-08-27,Poor Support,13,5,25,No,2023-01-22,2024-08-27,19.152431011826543,0.6506377551020408
CUST-0404,Business,Monthly,Healthcare,51-200,43,1452.7,Partner,North America,2025-09-25,No,,,4,5,79,No,2025-09-25,,6.898817345597897,0.42821428571428577
CUST-0405,Business,Monthly,Manufacturing,11-50,7,378.1,Paid Ads,North America,2025-02-23,No,,,11,1,29,Yes,2025-02-23,,13.92904073587385,0.7709183673469387
CUST-0406,Business,Monthly,Retail,51-200,29,1034.8,Direct Sales,North America,2023-02-22,Yes,2025-09-29,Missing Features,14,4,41,No,2023-02-22,2025-09-29,31.208935611038108,0.553826530612245
CUST-0407,Professional,Annual,Consulting,500+,115,1215.41,Referral,Europe,2022-09-12,Yes,2023-04-03,Missing Features,7,4,48,No,2022-09-12,2023-04-03,6.668856767411301,0.6141071428571429
CUST-0408,Starter,Monthly,Finance,51-200,75,350.9,Paid Ads,North America,2025-10-14,No,,,10,8,92,No,2025-10-14,,6.274638633377135,0.2756377551020408
CUST-0409,Starter,Monthly,Manufacturing,1-10,8,59.45,Referral,North America,2025-04-01,Yes,2025-04-19,Poor Support,11,2,27,No,2025-04-01,2025-04-19,0.5913272010512484,0.802704081632653
CUST-0410,Professional,Monthly,Legal,201-500,125,1548.4,Referral,North America,2022-03-17,Yes,2023-06-19,Price Too High,14,4,12,No,2022-03-17,2023-06-19,15.078843626806833,0.761454081632653
CUST-0411,Professional,Monthly,Finance,201-500,92,1157.35,Paid Ads,Europe,2024-08-28,Yes,2025-10-02,Price Too High,13,1,18,No,2024-08-28,2025-10-02,13.140604467805518,0.8289795918367348
CUST-0412,Professional,Monthly,Healthcare,51-200,45,600.4,Paid Ads,North America,2022-11-25,Yes,2023-05-25,No Longer Needed,8,4,24,No,2022-11-25,2023-05-25,5.946123521681997,0.7369132653061226
CUST-0413,Business,Annual,Real Estate,201-500,49,1387.03,Partner,Asia Pacific,2022-10-13,No,,,0,9,95,No,2022-10-13,,42.31274638633377,0.09071428571428572
CUST-0414,Business,Monthly,Real Estate,201-500,137,4258.6,Referral,Asia Pacific,2023-07-23,Yes,2024-08-12,Missing Features,15,1,25,No,2023-07-23,2024-08-12,12.680683311432325,0.795765306122449
CUST-0415,Starter,Monthly,Retail,11-50,13,81.2,Social Media,Europe,2024-09-08,Yes,2024-10-15,Switched Competitor,7,3,45,No,2024-09-08,2024-10-15,1.2155059132720105,0.680280612244898
CUST-0416,Business,Annual,Manufacturing,11-50,14,498.99,Social Media,Europe,2025-02-18,Yes,2025-05-18,Missing Features,13,1,33,No,2025-02-18,2025-05-18,2.923784494086728,0.7936479591836735
CUST-0417,Starter,Annual,Real Estate,11-50,18,87.51,Organic Search,Latin America,2024-08-17,Yes,2024-10-30,Price Too High,10,1,36,No,2024-08-17,2024-10-30,2.431011826544021,0.780561224489796
CUST-0418,Starter,Monthly,Consulting,1-10,2,33.35,Social Media,Latin America,2022-10-05,Yes,2023-07-03,Switched Competitor,11,1,37,No,2022-10-05,2023-07-03,8.902759526938238,0.7504336734693877
CUST-0419,Professional,Annual,Manufacturing,201-500,143,1497.45,Organic Search,Europe,2022-04-04,No,,,2,9,29,Yes,2022-04-04,,48.62023653088042,0.39622448979591834
CUST-0420,Professional,Monthly,Retail,1-10,8,161.95,Referral,North America,2022-03-07,Yes,2024-02-27,Missing Features,7,2,10,No,2022-03-07,2024-02-27,23.71879106438896,0.7979081632653061
CUST-0421,Professional,Monthly,Manufacturing,500+,185,2259.4,Paid Ads,North America,2022-09-26,Yes,2023-01-27,Poor Support,10,6,29,No,2022-09-26,2023-01-27,4.040735873850197,0.6593112244897958
CUST-0422,Professional,Monthly,Consulting,51-200,59,766.3,Social Media,North America,2023-04-14,No,,,3,7,92,Yes,2023-04-14,,36.300919842312744,0.1890561224489796
CUST-0423,Starter,Monthly,Manufacturing,11-50,15,89.9,Referral,Europe,2023-10-29,Yes,2024-06-25,Price Too High,4,5,20,No,2023-10-29,2024-06-25,7.884362680683311,0.7193877551020409
CUST-0424,Starter,Monthly,Media,1-10,5,46.4,Referral,Europe,2023-04-25,Yes,2024-08-21,Budget Cuts,11,6,50,No,2023-04-25,2024-08-21,15.900131406044677,0.508265306122449
CUST-0425,Starter,Monthly,Technology,1-10,6,50.75,Referral,Asia Pacific,2025-03-15,Yes,2025-07-31,No Longer Needed,6,2,22,No,2025-03-15,2025-07-31,4.533508541392904,0.8123979591836735
CUST-0426,Business,Monthly,Education,1-10,7,378.1,Organic Search,North America,2024-03-06,No,,,10,10,68,Yes,2024-03-06,,25.558475689881732,0.26076530612244897
CUST-0427,Starter,Annual,Real Estate,51-200,79,313.05,Paid Ads,Latin America,2024-12-25,No,,,6,7,37,No,2024-12-25,,15.900131406044677,0.543265306122449
CUST-0428,Starter,Monthly,Real Estate,11-50,11,72.5,Organic Search,North America,2025-10-18,No,,,1,4,24,No,2025-10-18,,6.14323258869908,0.7361479591836735
CUST-0429,Professional,Monthly,Media,11-50,15,244.9,Paid Ads,Europe,2025-06-09,No,,,8,5,32,No,2025-06-09,,10.446780551905388,0.649438775510204
CUST-0430,Business,Monthly,Education,11-50,20,766.15,Referral,Europe,2025-11-05,No,,,2,9,39,No,2025-11-05,,5.551905387647832,0.5134438775510204
CUST-0431,Starter,Annual,Real Estate,11-50,27,120.78,Organic Search,Asia Pacific,2025-10-03,No,,,3,8,22,No,2025-10-03,,6.636005256241787,0.624234693877551
CUST-0432,Professional,Annual,Education,51-200,28,339.11,Organic Search,North America,2025-05-10,No,,,2,1,51,No,2025-05-10,,11.432325886990801,0.6706122448979592
CUST-0433,Enterprise,Monthly,Real Estate,11-50,25,2295.4,Organic Search,North America,2023-08-13,Yes,2024-02-25,No Longer Needed,1,1,34,No,2023-08-13,2024-02-25,6.438896189224704,0.775
CUST-0434,Starter,Annual,Real Estate,500+,222,841.8,Referral,North America,2022-10-17,Yes,2024-12-05,Poor Support,8,2,47,No,2022-10-17,2024-12-05,25.62417871222076,0.6055102040816327
CUST-0435,Starter,Monthly,Retail,1-10,4,42.05,Referral,Latin America,2023-02-09,Yes,2023-08-27,Poor Support,5,3,10,No,2023-02-09,2023-08-27,6.5374507227332455,0.8346173469387755
CUST-0436,Business,Annual,Finance,51-200,48,1361.66,Paid Ads,Latin America,2022-12-11,Yes,2024-11-04,Company Closed,7,1,28,No,2022-12-11,2024-11-04,22.798948751642573,0.7414795918367347
CUST-0437,Starter,Monthly,Education,11-50,6,50.75,Referral,Asia Pacific,2023-04-10,Yes,2023-06-09,Poor Support,5,3,18,No,2023-04-10,2023-06-09,1.9710906701708277,0.8123469387755102
CUST-0438,Starter,Annual,Technology,51-200,44,183.64,Paid Ads,Europe,2024-11-01,Yes,2024-11-03,Price Too High,5,6,31,No,2024-11-01,2024-11-03,0.0657030223390276,0.6647448979591837
